query_word,candidate,cosine_similarity,rank,above_threshold,noun_class_match,note
umshayeli,umsindo,0.6633,8,YES,YES,Strong candidate
umshayeli,owayeyinduna,0.6459,9,YES,YES,Strong candidate
umshayeli,umholi,0.6401,10,YES,YES,Strong candidate
umshushisi,umotala,0.7274,1,YES,YES,Strong candidate
umshushisi,umngqithi,0.7246,2,YES,YES,Strong candidate
umshushisi,umlingisi,0.7124,3,YES,YES,Strong candidate
umshushisi,umshayeli,0.7102,4,YES,YES,Strong candidate
umshushisi,umshado,0.6989,5,YES,YES,Strong candidate
umshushisi,umsindo,0.69,6,YES,YES,Strong candidate
umshushisi,umculi,0.689,7,YES,YES,Strong candidate
umshushisi,kakhisimusi,0.6751,8,YES,YES,Strong candidate
umshushisi,umsakazo,0.6664,9,YES,YES,Strong candidate
umshushisi,umgqigqo,0.6641,10,YES,YES,Strong candidate
umsindo,umr,0.7294,1,YES,YES,Strong candidate
umsindo,umgqigqo,0.7265,2,YES,YES,Strong candidate
umsindo,umbono,0.7143,3,YES,YES,Strong candidate
umsindo,umsakazo,0.7094,4,YES,YES,Strong candidate
umsindo,umgidi,0.6957,5,YES,YES,Strong candidate
umsindo,umshushisi,0.69,6,YES,YES,Strong candidate
umsindo,umsakazi,0.6886,7,YES,YES,Strong candidate
umsindo,ummeli,0.6799,8,YES,YES,Strong candidate
umsindo,uminnie,0.6674,9,YES,YES,Strong candidate
umsindo,umshayeli,0.6633,10,YES,YES,Strong candidate
umthanda,umthetho,0.6699,1,YES,YES,Strong candidate
umthanda,umthwalo,0.6689,2,YES,YES,Strong candidate
umthanda,ujabula,0.6461,3,YES,YES,Strong candidate
umthanda,ongamthanda,0.6304,4,YES,YES,Strong candidate
umthanda,umklonyelise.,0.6042,5,YES,YES,Strong candidate
umthanda,ethanda,0.5938,6,YES,YES,Moderate candidate
umthanda,ziyamthanda,0.5905,7,YES,YES,Moderate candidate
umthanda,"umklonyelise,",0.565,8,YES,YES,Moderate candidate
umthanda,umthombo,0.5622,9,YES,YES,Moderate candidate
umthanda,limdinga,0.5595,10,YES,YES,Moderate candidate
umthetho,umthombo,0.7401,1,YES,YES,Strong candidate
umthetho,nemthetho,0.7024,2,YES,YES,Strong candidate
umthetho,umthwalo,0.6832,3,YES,YES,Strong candidate
umthetho,umthanda,0.6699,4,YES,YES,Strong candidate
umthetho,emthethweni,0.6695,5,YES,YES,Strong candidate
umthetho,zezomthetho,0.664,6,YES,YES,Strong candidate
umthetho,abadlali,0.6525,7,YES,YES,Strong candidate
umthetho,wabadlali,0.6496,8,YES,YES,Strong candidate
umthetho,lesishayamthetho,0.6442,9,YES,YES,Strong candidate
umthetho,umthombo.,0.6345,10,YES,YES,Strong candidate
umthokozisi,umlungisi,0.9103,1,YES,YES,Strong candidate
umthokozisi,usiyanda,0.8961,2,YES,YES,Strong candidate
umthokozisi,unokwanda,0.8922,3,YES,YES,Strong candidate
umthokozisi,umhlengikazi,0.888,4,YES,YES,Strong candidate
umthokozisi,unomcebo,0.8785,5,YES,YES,Strong candidate
umthokozisi,unomthandazo,0.8779,6,YES,YES,Strong candidate
umthokozisi,umpheki,0.8736,7,YES,YES,Strong candidate
umthokozisi,uphiwayinkosi,0.8724,8,YES,YES,Strong candidate
umthokozisi,umgqugquzeli,0.8678,9,YES,YES,Strong candidate
umthokozisi,unomusa,0.8615,10,YES,YES,Strong candidate
umthombo,umthombo.,0.8243,1,YES,YES,Strong candidate
umthombo,umthetho,0.7401,2,YES,YES,Strong candidate
umthombo,unkosi,0.729,3,YES,YES,Strong candidate
umthombo,uphiwayinkosi,0.718,4,YES,YES,Strong candidate
umthombo,umbono,0.7176,5,YES,YES,Strong candidate
umthombo,usinokholo,0.7164,6,YES,YES,Strong candidate
umthombo,umgqugquzeli,0.7146,7,YES,YES,Strong candidate
umthombo,umr,0.7055,8,YES,YES,Strong candidate
umthombo,umlungisi,0.7052,9,YES,YES,Strong candidate
umthombo,abadlali,0.7038,10,YES,YES,Strong candidate
umtshado,uyisiko,0.8411,1,YES,YES,Strong candidate
umtshado,umshado,0.7938,2,YES,YES,Strong candidate
umtshado,womtshato,0.7401,3,YES,YES,Strong candidate
umtshado,omshado,0.7029,4,YES,YES,Strong candidate
umtshado,elibalulekile,0.6653,5,YES,YES,Strong candidate
umtshado,umdlali,0.6364,6,YES,YES,Strong candidate
umtshado,umgomo,0.6361,7,YES,YES,Strong candidate
umtshado,zomshado,0.636,8,YES,YES,Strong candidate
umtshado,umbiko,0.6297,9,YES,YES,Strong candidate
umtshado,yisibonelo,0.6281,10,YES,YES,Strong candidate
umuntu,uwumuntu,0.8879,1,YES,YES,Strong candidate
umuntu,muntu,0.7076,2,YES,YES,Strong candidate
umuntu,"umuntu,",0.6453,3,YES,YES,Strong candidate
umuntu,ngumuntu,0.6284,4,YES,YES,Strong candidate
umuntu,untuli,0.6179,5,YES,YES,Strong candidate
umuntu,umuntu.,0.59,6,YES,YES,Moderate candidate
umuntu,umufi,0.5874,7,YES,YES,Moderate candidate
umuntu,ngiwumuntu,0.5806,8,YES,YES,Moderate candidate
umuntu,umholi,0.5536,9,YES,YES,Moderate candidate
umuntu,ummeli,0.5318,10,YES,YES,Moderate candidate
umusa,musa,0.7104,1,YES,YES,Strong candidate
umusa,"umusa,",0.7006,2,YES,YES,Strong candidate
umusa,onikezwa,0.6625,3,YES,YES,Strong candidate
umusa,neumusa,0.5412,4,YES,YES,Moderate candidate
umusa,abasafufusa,0.4922,5,YES,YES,Moderate candidate
umusa,onomusa,0.4814,6,YES,YES,Moderate candidate
umusa,olusiza,0.4738,7,YES,YES,Moderate candidate
umusa,"esanele,",0.4483,8,YES,YES,Moderate candidate
umuthi,uthi,0.8644,1,YES,YES,Strong candidate
umuthi,umufi,0.7793,2,YES,YES,Strong candidate
umuthi,umngqithi,0.7411,3,YES,YES,Strong candidate
umuthi,umholi,0.6886,4,YES,YES,Strong candidate
umuthi,"""wathi",0.675,5,YES,YES,Strong candidate
umuthi,umhlathi,0.6722,6,YES,YES,Strong candidate
umuthi,umfazi,0.6516,7,YES,YES,Strong candidate
umuthi,zomuthi,0.645,8,YES,YES,Strong candidate
umuthi,umfanafuthi,0.6433,9,YES,YES,Strong candidate
umuthi,ethi,0.6362,10,YES,YES,Strong candidate
umvuzo,umyalezo,0.7325,1,YES,YES,Strong candidate
umvuzo,umr,0.7078,2,YES,YES,Strong candidate
umvuzo,umkhandi,0.7062,3,YES,YES,Strong candidate
umvuzo,umlayezo,0.7016,4,YES,YES,Strong candidate
umvuzo,umfazi,0.685,5,YES,YES,Strong candidate
umvuzo,engenzinzuzo,0.6805,6,YES,YES,Strong candidate
umvuzo,uzame,0.6724,7,YES,YES,Strong candidate
umvuzo,uzosiza,0.6686,8,YES,YES,Strong candidate
umvuzo,uzobona,0.6671,9,YES,YES,Strong candidate
umvuzo,uzobe,0.6664,10,YES,YES,Strong candidate
umyalezo,umlayezo,0.7973,1,YES,YES,Strong candidate
umyalezo,umotala,0.7757,2,YES,YES,Strong candidate
umyalezo,udale,0.7617,3,YES,YES,Strong candidate
umyalezo,umgqigqo,0.7524,4,YES,YES,Strong candidate
umyalezo,lezo,0.7436,5,YES,YES,Strong candidate
umyalezo,udumakude,0.7346,6,YES,YES,Strong candidate
umyalezo,welamontville,0.7336,7,YES,YES,Strong candidate
umyalezo,umyalelo,0.7326,8,YES,YES,Strong candidate
umyalezo,umvuzo,0.7325,9,YES,YES,Strong candidate
umyalezo,umgcinimafa,0.7265,10,YES,YES,Strong candidate
umzali,wengane,0.8504,1,YES,YES,Strong candidate
umzali,umzala,0.8305,2,YES,YES,Strong candidate
umzali,ugogo,0.8067,3,YES,YES,Strong candidate
umzali,uthisha,0.7789,4,YES,YES,Strong candidate
umzali,umama,0.7662,5,YES,YES,Strong candidate
umzali,usisi,0.7392,6,YES,YES,Strong candidate
umzali,"encane,",0.735,7,YES,YES,Strong candidate
umzali,umngane,0.722,8,YES,YES,Strong candidate
umzali,encane,0.7199,9,YES,YES,Strong candidate
umzali,umlimi,0.7193,10,YES,YES,Strong candidate
umzimba,ngokomzimba,0.6758,1,YES,YES,Strong candidate
umzimba,umzimba.,0.672,2,YES,YES,Strong candidate
umzimba,umthombo,0.609,3,YES,YES,Strong candidate
umzimba,umbono,0.5981,4,YES,YES,Moderate candidate
umzimba,"emzimbeni,",0.595,5,YES,YES,Moderate candidate
umzimba,umrepha,0.5832,6,YES,YES,Moderate candidate
umzimba,uthabisile,0.5806,7,YES,YES,Moderate candidate
umzimba,uzokhomba,0.5802,8,YES,YES,Moderate candidate
umzimba,"we-anc,",0.5777,9,YES,YES,Moderate candidate
umzimba,umanqoba,0.5775,10,YES,YES,Moderate candidate
unandi,umthokozisi,0.8556,1,YES,YES,Strong candidate
unandi,unokwanda,0.852,2,YES,YES,Strong candidate
unandi,usiyanda,0.8485,3,YES,YES,Strong candidate
unandi,ulungelo,0.84,4,YES,YES,Strong candidate
unandi,ubongani,0.8398,5,YES,YES,Strong candidate
unandi,unoxolo,0.8344,6,YES,YES,Strong candidate
unandi,umpendulo,0.833,7,YES,YES,Strong candidate
unandi,unomthandazo,0.8296,8,YES,YES,Strong candidate
unandi,umlungisi,0.8274,9,YES,YES,Strong candidate
unandi,unomvula,0.8268,10,YES,YES,Strong candidate
unhlanhla,unozipho,0.8198,1,YES,YES,Strong candidate
unhlanhla,usondelani,0.8104,2,YES,YES,Strong candidate
unhlanhla,umphikeleli,0.8053,3,YES,YES,Strong candidate
unhlanhla,unomathemba,0.8041,4,YES,YES,Strong candidate
unhlanhla,unomsa,0.7975,5,YES,YES,Strong candidate
unhlanhla,ubuhlebuyeza,0.7918,6,YES,YES,Strong candidate
unhlanhla,umbongiseni,0.7899,7,YES,YES,Strong candidate
unhlanhla,umbuso,0.7872,8,YES,YES,Strong candidate
unhlanhla,nhlanhla,0.7833,9,YES,YES,Strong candidate
unhlanhla,ulindiwe,0.7789,10,YES,YES,Strong candidate
unokufa,unokwanda,0.893,1,YES,YES,Strong candidate
unokufa,unomcebo,0.873,2,YES,YES,Strong candidate
unokufa,unomvula,0.8679,3,YES,YES,Strong candidate
unokufa,unokukhanya,0.8627,4,YES,YES,Strong candidate
unokufa,unomusa,0.8607,5,YES,YES,Strong candidate
unokufa,umthokozisi,0.8512,6,YES,YES,Strong candidate
unokufa,unomthandazo,0.851,7,YES,YES,Strong candidate
unokufa,usiyanda,0.8464,8,YES,YES,Strong candidate
unokufa,unoxolo,0.8456,9,YES,YES,Strong candidate
unokufa,umgqugquzeli,0.8362,10,YES,YES,Strong candidate
unokukhanya,unomvula,0.8707,1,YES,YES,Strong candidate
unokukhanya,usiyanda,0.8628,2,YES,YES,Strong candidate
unokukhanya,unokufa,0.8627,3,YES,YES,Strong candidate
unokukhanya,unokwanda,0.8493,4,YES,YES,Strong candidate
unokukhanya,unomcebo,0.8464,5,YES,YES,Strong candidate
unokukhanya,unomthandazo,0.8346,6,YES,YES,Strong candidate
unokukhanya,umpendulo,0.8298,7,YES,YES,Strong candidate
unokukhanya,ulungelo,0.8228,8,YES,YES,Strong candidate
unokukhanya,ukhanyisile,0.8213,9,YES,YES,Strong candidate
unokukhanya,unoxolo,0.8204,10,YES,YES,Strong candidate
unokwanda,usiyanda,0.9395,1,YES,YES,Strong candidate
unokwanda,unomvula,0.9036,2,YES,YES,Strong candidate
unokwanda,unomcebo,0.8966,3,YES,YES,Strong candidate
unokwanda,unokufa,0.893,4,YES,YES,Strong candidate
unokwanda,umthokozisi,0.8922,5,YES,YES,Strong candidate
unokwanda,unoxolo,0.8767,6,YES,YES,Strong candidate
unokwanda,ulungelo,0.8751,7,YES,YES,Strong candidate
unokwanda,unomthandazo,0.872,8,YES,YES,Strong candidate
unokwanda,unomusa,0.8662,9,YES,YES,Strong candidate
unokwanda,ubongani,0.8634,10,YES,YES,Strong candidate
unomathemba,unomsa,0.8638,1,YES,YES,Strong candidate
unomathemba,umbongiseni,0.8361,2,YES,YES,Strong candidate
unomathemba,uthemba,0.8325,3,YES,YES,Strong candidate
unomathemba,uthabo,0.8304,4,YES,YES,Strong candidate
unomathemba,umfanafuthi,0.8165,5,YES,YES,Strong candidate
unomathemba,ubuhlebuyeza,0.8151,6,YES,YES,Strong candidate
unomathemba,unozipho,0.8118,7,YES,YES,Strong candidate
unomathemba,ulindiwe,0.8076,8,YES,YES,Strong candidate
unomathemba,unhlanhla,0.8041,9,YES,YES,Strong candidate
unomathemba,usondelani,0.8029,10,YES,YES,Strong candidate
unomcebo,unomvula,0.9235,1,YES,YES,Strong candidate
unomcebo,unoxolo,0.919,2,YES,YES,Strong candidate
unomcebo,ulungelo,0.9082,3,YES,YES,Strong candidate
unomcebo,unomvelo,0.9061,4,YES,YES,Strong candidate
unomcebo,unomthandazo,0.9034,5,YES,YES,Strong candidate
unomcebo,unokwanda,0.8966,6,YES,YES,Strong candidate
unomcebo,usiyanda,0.8904,7,YES,YES,Strong candidate
unomcebo,umpendulo,0.8891,8,YES,YES,Strong candidate
unomcebo,unomusa,0.8872,9,YES,YES,Strong candidate
unomcebo,usbusiso,0.8859,10,YES,YES,Strong candidate
unomsa,unomathemba,0.8638,1,YES,YES,Strong candidate
unomsa,unozipho,0.8569,2,YES,YES,Strong candidate
unomsa,unozibusele,0.8403,3,YES,YES,Strong candidate
unomsa,usiyanda,0.8214,4,YES,YES,Strong candidate
unomsa,unokwanda,0.815,5,YES,YES,Strong candidate
unomsa,unomvula,0.8148,6,YES,YES,Strong candidate
unomsa,uthabo,0.8141,7,YES,YES,Strong candidate
unomsa,umphikeleli,0.8115,8,YES,YES,Strong candidate
unomsa,ubuhlebuyeza,0.8065,9,YES,YES,Strong candidate
unomsa,umbongiseni,0.8062,10,YES,YES,Strong candidate
unomvula,unomcebo,0.9235,1,YES,YES,Strong candidate
unomvula,usiyanda,0.913,2,YES,YES,Strong candidate
unomvula,unokwanda,0.9036,3,YES,YES,Strong candidate
unomvula,unomusa,0.8971,4,YES,YES,Strong candidate
unomvula,unoxolo,0.8862,5,YES,YES,Strong candidate
unomvula,ulungelo,0.8826,6,YES,YES,Strong candidate
unomvula,umpendulo,0.8811,7,YES,YES,Strong candidate
unomvula,uphiwayinkosi,0.8776,8,YES,YES,Strong candidate
unomvula,usnenhlanhla,0.8772,9,YES,YES,Strong candidate
unomvula,unomthandazo,0.877,10,YES,YES,Strong candidate
unozibusele,umphikeleli,0.8679,1,YES,YES,Strong candidate
unozibusele,umbuso,0.8423,2,YES,YES,Strong candidate
unozibusele,unomsa,0.8403,3,YES,YES,Strong candidate
unozibusele,ulindiwe,0.8321,4,YES,YES,Strong candidate
unozibusele,unozipho,0.8318,5,YES,YES,Strong candidate
unozibusele,uthabo,0.8282,6,YES,YES,Strong candidate
unozibusele,umfanafuthi,0.8274,7,YES,YES,Strong candidate
unozibusele,usondelani,0.8146,8,YES,YES,Strong candidate
unozibusele,ubuhlebuyeza,0.8122,9,YES,YES,Strong candidate
unozibusele,umbongiseni,0.8005,10,YES,YES,Strong candidate
unozipho,unomsa,0.8569,1,YES,YES,Strong candidate
unozipho,unosipho,0.853,2,YES,YES,Strong candidate
unozipho,uthabo,0.8386,3,YES,YES,Strong candidate
unozipho,unozibusele,0.8318,4,YES,YES,Strong candidate
unozipho,ulungelo,0.8254,5,YES,YES,Strong candidate
unozipho,usipho,0.8232,6,YES,YES,Strong candidate
unozipho,unhlanhla,0.8198,7,YES,YES,Strong candidate
unozipho,umbuso,0.8194,8,YES,YES,Strong candidate
unozipho,unokwanda,0.8188,9,YES,YES,Strong candidate
unozipho,umthokozisi,0.8184,10,YES,YES,Strong candidate
uphelile,"uphelile,",0.8425,1,YES,YES,Strong candidate
uphelile,sesiphelile,0.7821,2,YES,YES,Strong candidate
uphelile,isiphelile,0.7623,3,YES,YES,Strong candidate
uphelile,oluqhelile,0.7387,4,YES,YES,Strong candidate
uphelile,esevelile,0.6809,5,YES,YES,Strong candidate
uphelile,lusebenzile,0.6232,6,YES,YES,Strong candidate
uphelile,zisesikole,0.5793,7,YES,YES,Moderate candidate
uphelile,"zisesikole,",0.5633,8,YES,YES,Moderate candidate
uphelile,yokulungiselela,0.559,9,YES,YES,Moderate candidate
uphelile,ebuya,0.5546,10,YES,YES,Moderate candidate
uphethiloli,untuli,0.7068,1,YES,YES,Strong candidate
uphethiloli,unaledi,0.7022,2,YES,YES,Strong candidate
uphethiloli,kaphethroli,0.6918,3,YES,YES,Strong candidate
uphethiloli,ulieutenant,0.6727,4,YES,YES,Strong candidate
uphethiloli,umngqithi,0.6685,5,YES,YES,Strong candidate
uphethiloli,ugazi,0.6674,6,YES,YES,Strong candidate
uphethiloli,engakawuphothuli,0.6637,7,YES,YES,Strong candidate
uphethiloli,usenona,0.6616,8,YES,YES,Strong candidate
uphethiloli,udoti,0.6551,9,YES,YES,Strong candidate
uphethiloli,upheka,0.6533,10,YES,YES,Strong candidate
uphiko,umbiko,0.6862,1,YES,YES,Strong candidate
uphiko,uphonsa,0.679,2,YES,YES,Strong candidate
uphiko,ungubane,0.658,3,YES,YES,Strong candidate
uphiko,upheka,0.6398,4,YES,YES,Strong candidate
uphiko,uphethiloli,0.6391,5,YES,YES,Strong candidate
uphiko,wophiko,0.6298,6,YES,YES,Strong candidate
uphiko,uphile,0.629,7,YES,YES,Strong candidate
uphiko,uqwale,0.6109,8,YES,YES,Strong candidate
uphiko,usenona,0.6048,9,YES,YES,Strong candidate
uphiko,udale,0.6039,10,YES,YES,Strong candidate
uphiwayinkosi,unomcebo,0.885,1,YES,YES,Strong candidate
uphiwayinkosi,umlungisi,0.8832,2,YES,YES,Strong candidate
uphiwayinkosi,unomvula,0.8776,3,YES,YES,Strong candidate
uphiwayinkosi,umthokozisi,0.8724,4,YES,YES,Strong candidate
uphiwayinkosi,umgqugquzeli,0.8538,5,YES,YES,Strong candidate
uphiwayinkosi,ulungelo,0.8479,6,YES,YES,Strong candidate
uphiwayinkosi,usiyanda,0.8443,7,YES,YES,Strong candidate
uphiwayinkosi,unkosi,0.8414,8,YES,YES,Strong candidate
uphiwayinkosi,usbusiso,0.8402,9,YES,YES,Strong candidate
uphiwayinkosi,ubongani,0.836,10,YES,YES,Strong candidate
usbusiso,usipho,0.89,1,YES,YES,Strong candidate
usbusiso,unomcebo,0.8859,2,YES,YES,Strong candidate
usbusiso,ulungelo,0.8762,3,YES,YES,Strong candidate
usbusiso,usibonelo,0.8693,4,YES,YES,Strong candidate
usbusiso,usiyanda,0.8666,5,YES,YES,Strong candidate
usbusiso,unomusa,0.861,6,YES,YES,Strong candidate
usbusiso,unomvula,0.8565,7,YES,YES,Strong candidate
usbusiso,umthokozisi,0.8531,8,YES,YES,Strong candidate
usbusiso,unosipho,0.85,9,YES,YES,Strong candidate
usbusiso,unoxolo,0.8469,10,YES,YES,Strong candidate
usihle,usbusiso,0.7998,1,YES,YES,Strong candidate
usihle,ukhanyisile,0.7883,2,YES,YES,Strong candidate
usihle,unozibusele,0.7638,3,YES,YES,Strong candidate
usihle,unozipho,0.7606,4,YES,YES,Strong candidate
usihle,unokukhanya,0.7591,5,YES,YES,Strong candidate
usihle,umthokozisi,0.7557,6,YES,YES,Strong candidate
usihle,ulindiwe,0.7537,7,YES,YES,Strong candidate
usihle,usiyanda,0.7535,8,YES,YES,Strong candidate
usihle,umbuso,0.7511,9,YES,YES,Strong candidate
usihle,umhlengikazi,0.7386,10,YES,YES,Strong candidate
usipho,unosipho,0.9075,1,YES,YES,Strong candidate
usipho,usbusiso,0.89,2,YES,YES,Strong candidate
usipho,ulungelo,0.8501,3,YES,YES,Strong candidate
usipho,usiyanda,0.8472,4,YES,YES,Strong candidate
usipho,unomcebo,0.8327,5,YES,YES,Strong candidate
usipho,umthokozisi,0.8293,6,YES,YES,Strong candidate
usipho,unozipho,0.8232,7,YES,YES,Strong candidate
usipho,unomvula,0.8084,8,YES,YES,Strong candidate
usipho,umlungisi,0.8037,9,YES,YES,Strong candidate
usipho,umpendulo,0.8026,10,YES,YES,Strong candidate
usiyanda,unokwanda,0.9395,1,YES,YES,Strong candidate
usiyanda,unomvula,0.913,2,YES,YES,Strong candidate
usiyanda,umthokozisi,0.8961,3,YES,YES,Strong candidate
usiyanda,unoxolo,0.8935,4,YES,YES,Strong candidate
usiyanda,ulungelo,0.893,5,YES,YES,Strong candidate
usiyanda,unomthandazo,0.891,6,YES,YES,Strong candidate
usiyanda,unomcebo,0.8904,7,YES,YES,Strong candidate
usiyanda,umpendulo,0.889,8,YES,YES,Strong candidate
usiyanda,unomusa,0.8745,9,YES,YES,Strong candidate
usiyanda,usnenhlanhla,0.8685,10,YES,YES,Strong candidate
usizo,wusizo,0.8808,1,YES,YES,Strong candidate
usizo,ngosizo,0.6832,2,YES,YES,Strong candidate
usizo,abosizo,0.6805,3,YES,YES,Strong candidate
usizo,usizo.,0.6357,4,YES,YES,Strong candidate
usizo,olwanele,0.6319,5,YES,YES,Strong candidate
usizo,"usizo,",0.6088,6,YES,YES,Strong candidate
usizo,beswele,0.5673,7,YES,YES,Moderate candidate
usizo,agcwele,0.5489,8,YES,YES,Moderate candidate
usizo,olugcwele,0.5475,9,YES,YES,Moderate candidate
usizo,nesifiso,0.5345,10,YES,YES,Moderate candidate
usondelani,umbongiseni,0.8594,1,YES,YES,Strong candidate
usondelani,umphikeleli,0.8347,2,YES,YES,Strong candidate
usondelani,unozibusele,0.8146,3,YES,YES,Strong candidate
usondelani,ulindiwe,0.8134,4,YES,YES,Strong candidate
usondelani,unhlanhla,0.8104,5,YES,YES,Strong candidate
usondelani,umfanafuthi,0.8046,6,YES,YES,Strong candidate
usondelani,unomathemba,0.8029,7,YES,YES,Strong candidate
usondelani,unozipho,0.8001,8,YES,YES,Strong candidate
usondelani,unomsa,0.7928,9,YES,YES,Strong candidate
usondelani,ubuhlebuyeza,0.7736,10,YES,YES,Strong candidate
uthabo,uthabisile,0.8426,1,YES,YES,Strong candidate
uthabo,unozipho,0.8386,2,YES,YES,Strong candidate
uthabo,unomathemba,0.8304,3,YES,YES,Strong candidate
uthabo,unozibusele,0.8282,4,YES,YES,Strong candidate
uthabo,unomsa,0.8141,5,YES,YES,Strong candidate
uthabo,uthandeka,0.8119,6,YES,YES,Strong candidate
uthabo,usiyanda,0.8007,7,YES,YES,Strong candidate
uthabo,umfanafuthi,0.8006,8,YES,YES,Strong candidate
uthabo,unokukhanya,0.7939,9,YES,YES,Strong candidate
uthabo,umphikeleli,0.7905,10,YES,YES,Strong candidate
uthanda,bayawuthanda,0.7976,1,YES,YES,Strong candidate
uthanda,ethanda,0.7315,2,YES,YES,Strong candidate
uthanda,ukuthanda,0.6992,3,YES,YES,Strong candidate
uthanda,sithanda,0.6526,4,YES,YES,Strong candidate
uthanda,ithanda,0.647,5,YES,YES,Strong candidate
uthanda,uyakuthanda,0.6419,6,YES,YES,Strong candidate
uthanda,zathanda,0.6313,7,YES,YES,Strong candidate
uthanda,ngithanda,0.6064,8,YES,YES,Strong candidate
uthanda,bayathanda,0.6012,9,YES,YES,Strong candidate
uthanda,uthandi,0.5923,10,YES,YES,Moderate candidate
uthandeka,uthabo,0.8119,1,YES,YES,Strong candidate
uthandeka,unomathemba,0.763,2,YES,YES,Strong candidate
uthandeka,unomsa,0.734,3,YES,YES,Strong candidate
uthandeka,unozipho,0.7286,4,YES,YES,Strong candidate
uthandeka,umbongiseni,0.7207,5,YES,YES,Strong candidate
uthandeka,umfanafuthi,0.7203,6,YES,YES,Strong candidate
uthandeka,unhlanhla,0.7194,7,YES,YES,Strong candidate
uthandeka,uthisha,0.7155,8,YES,YES,Strong candidate
uthandeka,uthandi,0.7086,9,YES,YES,Strong candidate
uthandeka,udadewethu,0.7028,10,YES,YES,Strong candidate
uthando,wuthando,0.8853,1,YES,YES,Strong candidate
uthando,kothando,0.6319,2,YES,YES,Strong candidate
uthando,kunzima,0.6174,3,YES,YES,Strong candidate
uthando,nothando,0.6081,4,YES,YES,Strong candidate
uthando,neuthando,0.6037,5,YES,YES,Strong candidate
uthando,lomphakathi,0.5912,6,YES,YES,Moderate candidate
uthando,uthandi,0.5504,7,YES,YES,Moderate candidate
uthando,zothando,0.5494,8,YES,YES,Moderate candidate
uthando,bayawuthanda,0.5383,9,YES,YES,Moderate candidate
uthando,lubanikeza,0.5314,10,YES,YES,Moderate candidate
uthemba,unomathemba,0.8325,1,YES,YES,Strong candidate
uthemba,umbongiseni,0.765,2,YES,YES,Strong candidate
uthemba,uthabo,0.7588,3,YES,YES,Strong candidate
uthemba,uthandeka,0.7002,4,YES,YES,Strong candidate
uthemba,unhlanhla,0.6991,5,YES,YES,Strong candidate
uthemba,umfanafuthi,0.6991,6,YES,YES,Strong candidate
uthemba,unozipho,0.6973,7,YES,YES,Strong candidate
uthemba,unomsa,0.6914,8,YES,YES,Strong candidate
uthemba,umbuso,0.6756,9,YES,YES,Strong candidate
uthemba,uthe:,0.672,10,YES,YES,Strong candidate
uthisha,ugogo,0.8181,1,YES,YES,Strong candidate
uthisha,wesikole,0.7893,2,YES,YES,Strong candidate
uthisha,intombazane,0.7884,3,YES,YES,Strong candidate
uthisha,umzali,0.7789,4,YES,YES,Strong candidate
uthisha,umfanafuthi,0.7661,5,YES,YES,Strong candidate
uthisha,umzala,0.7567,6,YES,YES,Strong candidate
uthisha,"sendawo,",0.7493,7,YES,YES,Strong candidate
uthisha,udadewethu,0.7468,8,YES,YES,Strong candidate
uthisha,indodana,0.7251,9,YES,YES,Strong candidate
uthisha,uthabo,0.7208,10,YES,YES,Strong candidate
utshani,xolani,0.7388,1,YES,YES,Strong candidate
utshani,philani,0.6937,2,YES,YES,Strong candidate
utshani,izibani,0.6793,3,YES,YES,Strong candidate
utshani,umgqugquzeli,0.6704,4,YES,YES,Strong candidate
utshani,ubungani,0.667,5,YES,YES,Strong candidate
utshani,ezintsha.,0.6593,6,YES,YES,Strong candidate
utshani,dlamini,0.6527,7,YES,YES,Strong candidate
utshani,ukhanyisile,0.6517,8,YES,YES,Strong candidate
utshani,ungobeni,0.6483,9,YES,YES,Strong candidate
utshani,unaledi,0.6458,10,YES,YES,Strong candidate
uvumayo,"uvumayo,",0.8386,1,YES,YES,Strong candidate
uvumayo,umphefumulo,0.7113,2,YES,YES,Strong candidate
uvumayo,uvumele,0.6447,3,YES,YES,Strong candidate
uvumayo,zikhona,0.6416,4,YES,YES,Strong candidate
uvumayo,zisesikole,0.6348,5,YES,YES,Strong candidate
uvumayo,"ukulungele,",0.6155,6,YES,YES,Strong candidate
uvumayo,"zikhona,",0.5922,7,YES,YES,Moderate candidate
uvumayo,"zisesikole,",0.585,8,YES,YES,Moderate candidate
uvumayo,kwemiphefumulo,0.5721,9,YES,YES,Moderate candidate
uvumayo,zikwazile,0.5704,10,YES,YES,Moderate candidate
uxhaso,xhaso,0.8628,1,YES,YES,Strong candidate
uxhaso,masobho,0.7124,2,YES,YES,Strong candidate
uxhaso,yoxhaso,0.697,3,YES,YES,Strong candidate
uxhaso,mkhankaso,0.6885,4,YES,YES,Strong candidate
uxhaso,wombono,0.6667,5,YES,YES,Strong candidate
uxhaso,uqwale,0.6632,6,YES,YES,Strong candidate
uxhaso,ucarlo,0.6604,7,YES,YES,Strong candidate
uxhaso,ngemixhaso,0.6592,8,YES,YES,Strong candidate
uxhaso,uwafake,0.6464,9,YES,YES,Strong candidate
uxhaso,uradebe,0.646,10,YES,YES,Strong candidate
uya,uyadla,0.5201,1,YES,YES,Moderate candidate
uya,uyaesaba,0.5111,2,YES,YES,Moderate candidate
uya,uyahamba,0.5077,3,YES,YES,Moderate candidate
uya,uyageza,0.5065,4,YES,YES,Moderate candidate
uya,uyacula,0.5011,5,YES,YES,Moderate candidate
uya,baya,0.5005,6,YES,YES,Moderate candidate
