query_word,candidate,cosine_similarity,rank,above_threshold,noun_class_match,note,query_english,candidate_english,wordnet_validated,wordnet_score,shared_synset,final_verdict
bayaziwa,bayazizwa,0.7197,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayaziwa,"ayaziwa,",0.7059,2,YES,YES,Strong candidate,,,,,,STRONG CANDIDATE (no WordNet data)
bayaziwa,baziqhenya,0.6867,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayaziwa,bayazibuka,0.675,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayaziwa,baziwa,0.6694,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayaziwa,imiphumela,0.6482,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
bayaziwa,bayazivuna,0.6481,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayaziwa,uyaziwa,0.6338,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayaziwa,bazizwa,0.622,9,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayaziwa,bebusisiwe,0.6208,10,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,bazizwa,0.8316,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,bayaziqhenya,0.7927,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,bayazivuna,0.7862,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,bayazibuka,0.781,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,wazizwa,0.7666,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,bayazijwayeza,0.7212,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,bayazilawula,0.7208,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,bayazimisela,0.7202,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, english, primary_translation, alternative_translations, source",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,bayaziwa,0.7197,9,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayazizwa,bayazibuza,0.7171,10,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
baye,bay,0.7856,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
baye,bavote,0.6764,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
baye,bazinike,0.6386,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
baye,naye,0.6344,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
baye,aye,0.6215,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
baye,bayethembisa,0.6212,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
baye,bayalungisa,0.6091,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
baye,badutshulwe,0.6047,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
baye,bayoqhuba,0.5939,9,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
baye,basuke,0.5894,10,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayethembisa,wukuqhubeka,0.6695,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayethembisa,uqhubeka,0.6598,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayethembisa,ukuqhubeka,0.6506,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
bayethembisa,beqhubeka,0.6227,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayethembisa,baye,0.6212,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayethembisa,basazoqhubeka,0.6034,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayethembisa,incazelo,0.6005,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayethembisa,waqhubeka,0.5951,8,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayethembisa,bazaqhubeka,0.595,9,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayethembisa,ngokuqhubeka,0.5812,10,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayigcina,inhlalakahle,0.7728,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
bayigcina,bayizwa,0.7372,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayigcina,igcina,0.7288,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayigcina,batshala,0.7227,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayigcina,banikela,0.713,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayigcina,bakha,0.6956,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayigcina,bazakhela,0.6916,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayigcina,baqinisa,0.6754,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayigcina,babukela,0.6686,9,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayigcina,bayinikela,0.6659,10,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,bafunda,0.8188,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,bayinikeza,0.7834,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,bayikhulisa,0.7792,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,balekelela,0.7743,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,bayisebenzisa,0.7723,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,bayinikela,0.7563,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,bafundisa,0.7187,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,balungiselela,0.6801,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,bafisa,0.6767,9,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlomela,ball,0.6645,10,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,bahlonipha,0.6818,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,bakhuthaza,0.659,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,bafaka,0.6494,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,ezihlonipha,0.6415,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,bayikhuthaza,0.6361,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,baqhubeka,0.6299,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,bazakhela,0.6297,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,ball,0.6237,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,baqinisa,0.6235,9,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayihlonipha,bayikhulisa,0.6178,10,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhombisa,babhekana,0.8205,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhombisa,inhlonipho,0.7761,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
bayikhombisa,baqhuba,0.7549,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhombisa,nesikhombisa,0.7416,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhombisa,baphatha,0.7343,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhombisa,bazibophezela,0.7303,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhombisa,zikhombisa,0.7244,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhombisa,eziyisikhombisa,0.7183,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhombisa,babusisa,0.7058,9,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhombisa,okhombisa,0.7058,10,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,bayinikela,0.8978,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,bayisebenzisa,0.8217,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,bayinikeza,0.8093,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,balekelela,0.7867,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,bayihlomela,0.7792,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,ball,0.7043,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,bank,0.698,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,bakha,0.6977,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,banikela,0.6886,9,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhulisa,bay,0.6795,10,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,balekelela,0.7477,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,ball,0.7147,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,bakhuthaza,0.7028,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,balandelela,0.6886,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,bayikhombisa,0.6804,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,balondoloza,0.6759,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,bale,0.6703,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,baleli,0.6675,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,bayizwa,0.6626,9,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikhuthaza,bayihlomela,0.6586,10,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,baxhasa,0.6515,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,ngakubo,0.5952,2,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,badinga,0.5944,3,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,babekezele,0.5849,4,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,bay,0.5781,5,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,ukungenelela,0.5777,6,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,bahleka,0.5715,7,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,bakhiphe,0.5677,8,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,bafika,0.5625,9,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayikusasa,bakudala,0.5599,10,YES,YES,Moderate candidate,"zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayilanda,imvelaphi,0.7746,1,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, english, primary_translation, alternative_translations",True,1.0,english.n.03,CONFIRMED SYNONYM
bayilanda,baphindaphinda,0.7718,2,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayilanda,balandelela,0.7642,3,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayilanda,baqhuba,0.7606,4,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayilanda,balondoloza,0.7498,5,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayilanda,balandela,0.7483,6,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayilanda,balabo,0.745,7,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, inferred_from, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
bayilanda,bayisebenzisa,0.7332,8,YES,YES,Strong candidate,"zulu, source, english, primary_translation, alternative_translations, corpus_example","zulu, source, english, primary_translation, alternative_translations, corpus_example",True,1.0,reservoir.n.04,CONFIRMED SYNONYM
